audit_id,domain,module,capability,feature_area,user_role,scenario_type,question,acceptance_intent,priority,weight,release_blocker,market_relevance_pl,data_sensitivity,security_impact,requires_backend,requires_frontend,requires_database,requires_api,requires_async_jobs,requires_integrations,requires_permissions,requires_audit_log,requires_encryption,expected_evidence,positive_code_signals,negative_code_signals,manual_test_steps,expected_outcome,edge_cases,dependencies,applicability,analysis_status,verdict,confidence_score,confidence_reason,code_references,api_endpoints,db_entities,ui_locations,test_artifacts,missing_artifacts,gap_summary,remediation_hint,owner,notes
S161,Security,Secrets Management,,,System,,"Are API keys, bank tokens, and webhook secrets rotated and scoped minimally?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Secret policies; rotation logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S162,Security,Audit & Logging,,,System,,"Is every privileged action logged with actor, timestamp, target object, and before/after state?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,YES,NO,Audit log schema; event samples; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S163,Security,Audit & Logging,,,System,,Are audit logs tamper-evident or write-once protected?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Log pipeline; immutability controls; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S164,Security,Audit & Logging,,,System,,"Are sensitive values masked in logs, traces, and error messages?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Logging config; sample logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S165,Security,Data Exposure,,,System,,"Does the system avoid exposing full account numbers, card details, or personal identifiers in UI or logs?",,High,7,YES,NO,HIGH,CRITICAL,NO,YES,NO,NO,NO,NO,NO,NO,NO,Masking rules; UI review; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S166,Security,Authorization,,,System,,Are role-based access controls enforced server-side rather than only in the frontend?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Backend auth checks; penetration tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S167,Security,Authorization,,,System,,"Are object-level authorization checks present on every read, write, update, and delete endpoint?",,High,7,YES,NO,HIGH,CRITICAL,YES,NO,NO,YES,NO,YES,NO,NO,NO,API code review; integration tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S168,Security,Authorization,,,System,,Can one user ever access another user’s data by changing identifiers in URLs or API requests?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Access control tests; pentest evidence,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S169,Security,Abuse Protection,,,System,,"Are rate limits present for login, registration, password reset, OTP verification, and export endpoints?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Gateway config; throttle tests; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S170,Security,Abuse Protection,,,System,,"Are brute-force, credential-stuffing, and bot attacks detected and mitigated?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Detection rules; WAF config; security alerts,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S171,Security,Threat Monitoring,,,System,,"Are suspicious login attempts, impossible travel, or new-device access events monitored?",,Medium,4,NO,NO,HIGH,HIGH,NO,NO,NO,NO,NO,NO,NO,NO,NO,Security events; alert rules; logs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S172,Security,Threat Monitoring,,,System,,Can a user receive alerts for high-risk security events?,,Medium,4,NO,NO,HIGH,HIGH,NO,NO,NO,NO,NO,NO,NO,NO,NO,Notification templates; user prefs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S173,Security,App Security Headers,,,System,,"Are security headers implemented consistently, such as CSP, HSTS, X-Content-Type-Options, and frame protections where appropriate?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Response headers; scanner results,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S174,Security,Dependency Security,,,System,,Are dependencies continuously scanned for known vulnerabilities?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,CI pipeline; scan reports; remediation logs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S175,Security,Secure Coding,,,System,,"Is the application protected against SQL injection, XSS, CSRF, SSRF, path traversal, and insecure deserialization?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Security tests; code review; pentest results,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S176,Security,File Handling,,,System,,Are uploaded files scanned and validated before storage or opening?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Upload service; AV scanning; MIME validation; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S177,Security,Consent & Open Banking,,,System,,Are bank-consent scopes minimal and clearly explained to the user?,,High,7,YES,NO,HIGH,CRITICAL,NO,YES,NO,NO,NO,NO,NO,NO,NO,Consent UI; provider scopes; policy docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S178,Security,Consent & Open Banking,,,System,,Can a user revoke bank access consent without deleting the whole account?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Consent revoke flow; provider callback; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S179,Security,Consent & Open Banking,,,System,,"Does consent capture include timestamp, scope, provider, and proof of user action?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,YES,NO,NO,NO,NO,YES,NO,Consent records; audit logs; DB schema,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S180,Security,Privacy UX,,,System,,"Are privacy notices and consent screens explicit, granular, and understandable?",,High,7,YES,NO,HIGH,CRITICAL,NO,YES,NO,NO,NO,NO,NO,NO,NO,UI copy; legal review; UX evidence,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S181,Security,Privacy Operations,,,System,,"Can the system honor data-subject requests for access, correction, deletion, and portability?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,DSAR workflows; admin tools; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S182,Security,Data Retention,,,System,,"Is there a retention schedule for financial attachments, logs, and inactive accounts?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,YES,NO,NO,NO,NO,Retention policy; scheduled jobs; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S183,Security,Data Deletion,,,System,,Are data deletion routines verified to remove all copies except legally required records?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Deletion tests; storage review; logs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S184,Security,Incident Response,,,System,,"Is incident detection, escalation, and breach notification workflow documented and testable?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,IR runbook; drill results; ownership matrix,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S185,Security,Incident Response,,,System,,Can the company identify which users and records were affected by a breach within a reasonable time?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Forensics process; log correlation; drill evidence,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S186,Security,Third-Party Risk,,,System,,"Are third-party processors, market-data vendors, and bank aggregators assessed for security and privacy risk?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Vendor reviews; DPAs; risk register,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S187,Security,Security Assurance,,,System,,Is there evidence of regular penetration testing and remediation tracking?,,High,7,YES,YES,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Pentest reports; remediation tickets,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S188,Security,Security Assurance,,,System,,Are security controls re-tested after major releases?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Regression security tests; release checklist,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S189,Security,Threat Monitoring,,,System,,"Is there anomaly detection for unusual exports, scraping, or mass data access?",,Medium,4,NO,NO,HIGH,HIGH,NO,NO,NO,NO,NO,NO,NO,NO,NO,Detection logic; SIEM alerts; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S190,Security,Data Integrity,,,System,,Are customer-visible balances protected from race conditions or stale reads that could mislead users?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Concurrency controls; caching strategy; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A191,Architecture,Modularity,,,End user,,"Is there a clear separation between ledger, accounts, budgeting, investments, reporting, security, and integration modules?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Architecture docs; repository structure; code review,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A192,Architecture,Integrations,,,End user,,Can a new bank integration be added without changing core transaction logic?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Plugin pattern; interface contracts; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A193,Architecture,Extensibility,,,End user,,Can a new asset type be added without breaking reporting and net-worth calculations?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Domain model; test coverage; extension points,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A194,Architecture,Data Architecture,,,End user,,"Does the data model distinguish source data, normalized data, and user-adjusted data?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Schema review; ETL flow; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A195,Architecture,Data Architecture,,,End user,,"Is there a canonical transaction model across banks, brokers, crypto exchanges, and manual entries?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Entity design; mapping layer; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A196,Architecture,Scalability,,,End user,,Can the ledger handle millions of transactions per tenant without major performance degradation?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Load tests; query plans; benchmarks,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A197,Architecture,Performance,,,End user,,Are balance calculations incremental or cached where necessary to avoid full recomputation on every screen?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Caching strategy; profiling evidence; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A198,Architecture,Performance,,,End user,,Can historical reports be generated efficiently for users with many years of data?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Report benchmarks; aggregation design; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A199,Architecture,Async Processing,,,End user,,Are long-running sync jobs processed asynchronously rather than blocking user requests?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,YES,NO,NO,NO,NO,Job queue; worker code; metrics,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A200,Architecture,Async Processing,,,End user,,Can sync jobs be retried safely without duplicating records?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Retry logic; idempotency tests; queue config,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A201,Architecture,Idempotency,,,End user,,"Is the system idempotent for imports, webhooks, and provider callbacks?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Idempotency keys; duplicate protection; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A202,Architecture,API Design,,,End user,,Are APIs versioned so clients are not broken by backward-incompatible changes?,,Medium,4,NO,NO,MEDIUM,LOW,YES,NO,NO,YES,NO,NO,NO,NO,NO,API versioning strategy; docs; routing,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A203,Architecture,Deployment,,,End user,,Can modules be deployed independently or at least evolved independently?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Service boundaries; deployment pipeline; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A204,Architecture,Resilience,,,End user,,Are provider outages isolated so one failed integration does not affect the rest of the platform?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Circuit breakers; fallback logic; chaos tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A205,Architecture,Eventing,,,End user,,"Is there a queueing or event-driven mechanism for reconciliation, notifications, and recalculation tasks?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Event bus; workers; architecture docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A206,Architecture,Scalability,,,End user,,Can the platform scale horizontally under peak usage such as end-of-month reporting periods?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Autoscaling config; load tests; metrics,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A207,Architecture,Data Workloads,,,End user,,Are read-heavy analytics workloads separated from write-heavy transactional workloads?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Read replicas; warehouse design; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A208,Architecture,Observability,,,End user,,"Is there monitoring for latency, error rate, queue depth, failed syncs, and stale balances?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Dashboards; alerts; SLO metrics,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A209,Architecture,Service Levels,,,End user,,"Are service-level objectives defined for login, dashboard load, sync freshness, and report generation?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,SLO docs; dashboards; alert thresholds,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A210,Architecture,Multi-Tenancy,,,End user,,Can the platform support multi-tenant isolation safely if the business model later expands to advisors or family offices?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Tenant model; isolation tests; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A211,Architecture,Data Residency,,,End user,,Are regional data-hosting and residency requirements configurable if business needs change?,,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Infra design; deployment options; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A212,Architecture,Release Management,,,End user,,Can the system support feature flags for staged rollout of risky finance features?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Feature flag framework; rollout logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A213,Architecture,Database Change Management,,,End user,,Is schema migration strategy safe for large financial datasets and zero-downtime releases?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Migration tooling; rollback plan; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A214,Architecture,Data Quality,,,End user,,Can corrupted external data be quarantined before it contaminates the core ledger?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation layer; quarantine queue; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A215,Architecture,Traceability,,,End user,,Is every derived metric reproducible from source data and business rules?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,YES,NO,Lineage docs; reproducibility tests; audit queries,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A216,Architecture,Configuration,,,End user,,"Are reconciliation rules, tax rules, and categorization rules configurable rather than hardcoded?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Rules engine; admin config; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A217,Architecture,Vendor Abstraction,,,End user,,"Can the company swap a market-data provider, FX provider, or bank-aggregation provider with limited rewrite?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,YES,NO,NO,NO,Provider interface layer; integration tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A218,Architecture,Documentation,,,End user,,Is documentation sufficient for another engineering team to extend the platform safely?,,Medium,4,NO,NO,MEDIUM,LOW,YES,NO,NO,YES,NO,NO,NO,NO,NO,Architecture docs; ADRs; API docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A219,Architecture,Testing,,,End user,,"Are automated tests present for critical money flows, permissions, imports, syncs, and calculations?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Test suites; CI results; coverage reports,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
A220,Architecture,Polish Market Readiness,,,End user,,"Are there synthetic test cases covering Polish-market specifics such as PLN base currency, Polish bank feeds, consent expiry, and local payment patterns?",,High,7,YES,YES,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Test data sets; automated scenarios; UAT scripts,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
